Watch Time,wrist_position,value_X_Axis,value_Y_Axis,value_Z_Axis,seq,seq_num
1721412417701771900,right,-2.0183119773864746,-9.943120002746582,4.534617900848389,seq,58.0
1721412417708715200,right,-2.190694570541382,-8.109161376953125,4.347870349884033,seq,59.0
1721412417718683800,right,-2.324769735336304,-8.008605003356934,4.393360137939453,seq,60.0
1721412417729682600,right,-3.0095114707946777,-8.341399192810059,4.869806289672852,seq,61.0
1721412417755884000,right,-2.3942017555236816,-7.232883453369141,6.945579051971436,seq,62.0
1721412417770599700,right,-2.676717519760132,-4.711789131164551,7.3238630294799805,seq,63.0
1721412417784604500,right,-2.6431987285614014,-3.914519786834717,4.994304656982422,seq,64.0
1721412417792606600,right,-2.190694570541382,-4.800374507904053,5.978321552276611,seq,65.0
1721412417798609400,right,-2.4660277366638184,-6.7923502922058105,6.708553314208984,seq,66.0
1721412417805532700,right,-3.1531636714935303,-6.955155849456787,6.878541469573975,seq,67.0
1721412417811544000,right,-2.9496564865112305,-6.028599739074707,7.19936466217041,seq,68.0
1721412417832688300,right,-2.9233202934265137,-6.473921298980713,6.988674640655518,seq,69.0
1721412417839591000,right,-3.059789657592773,-7.424419403076172,7.407660007476807,seq,70.0
1721412417854160200,right,-2.935291290283203,-6.859387874603272,7.599195957183838,seq,71.0
1721412417873684600,right,-2.5282769203186035,-6.89530086517334,6.813898086547852,seq,72.0
1721412417884158800,right,-2.729389905929565,-6.44279670715332,6.809109687805176,seq,73.0
1721412417892099400,right,-2.5450363159179688,-5.980715751647949,7.196970462799072,seq,74.0
1721412417898161000,right,-2.5785553455352783,-5.990292549133301,6.938396453857422,seq,75.0
1721412417907100000,right,-2.571372509002685,-5.944802761077881,6.658275127410889,seq,76.0
1721412417918148600,right,-2.5665841102600098,-6.995857238769531,6.452373504638672,seq,77.0
1721412417933200500,right,-2.9544448852539062,-7.491456985473633,6.950367450714111,seq,78.0
1721412417947194200,right,-3.011905670166016,-6.378153324127197,7.110779285430908,seq,79.0
1721412417956292200,right,-2.9927520751953125,-5.820304393768311,6.943184852600098,seq,80.0
1721412417970008800,right,-3.098097085952759,-5.6910176277160645,6.742072105407715,seq,81.0
1721412417991971000,right,-2.736572504043579,-6.524199485778809,6.734889507293701,seq,82.0
1721412417998988900,right,-1.5610195398330688,-5.35822343826294,8.092401504516602,seq,83.0
1721412418005971600,right,-2.516305923461914,-4.027047157287598,8.216899871826172,seq,84.0
1721412418017039700,right,-2.920926094055176,-4.412513732910156,7.352593421936035,seq,85.0
1721412418047351600,right,-2.7700912952423096,-5.011064052581787,7.175422668457031,seq,86.0
1721412418053350000,right,-2.8203697204589844,-4.067748546600342,7.266402244567871,seq,87.0
1721412418067399500,right,-2.3942017555236816,-3.943250179290772,7.833827972412109,seq,88.0
1721412418084073600,right,-2.985569477081299,-4.431667327880859,8.516175270080566,seq,89.0
1721412418092963900,right,-3.876212596893311,-4.357447147369385,8.860940933227539,seq,90.0
1721412418100980900,right,-3.9025487899780273,-4.122815132141113,9.071630477905272,seq,91.0
1721412418119432900,right,-4.041412353515625,-4.062960147857666,8.815450668334961,seq,92.0
1721412418128471700,right,-3.878606796264648,-4.252102375030518,8.731653213500977,seq,93.0
1721412418137476400,right,-3.7636849880218506,-4.627991676330566,8.56884765625,seq,94.0
1721412418151452300,right,-3.3710360527038574,-4.69024133682251,8.061277389526367,seq,95.0
1721412418171184300,right,-2.580949544906616,-5.066130638122559,7.893682956695557,seq,96.0
1721412418190223200,right,-2.4899697303771973,-5.195417881011963,7.869740962982178,seq,97.0
1721412418219334200,right,-2.451662540435791,-5.1116204261779785,7.826645374298096,seq,98.0
1721412418239264700,right,-2.7988216876983643,-5.154716491699219,7.757213592529297,seq,99.0
1721412418251246200,right,-2.913743495941162,-5.169081687927246,7.898471355438232,seq,100.0
1721412418269780500,right,-3.093308687210083,-5.185841083526611,7.843404769897461,seq,101.0
1721412418291896800,right,-3.064578056335449,-4.8267107009887695,7.850587368011475,seq,102.0
1721412418309384600,right,-3.126827478408813,-4.726154327392578,7.819462776184082,seq,103.0
1721412418337396800,right,-3.117250680923462,-5.114014625549316,7.757213592529297,seq,104.0
1721412418350534100,right,-3.2345664501190186,-5.023035049438477,7.728483200073242,seq,105.0
1721412418377381200,right,-3.0095114707946777,-4.857835292816162,7.793126583099365,seq,106.0
1721412418388387400,right,-3.0573954582214355,-4.95120906829834,7.934384346008301,seq,107.0
1721412418411386100,right,-2.9951462745666504,-4.915296077728272,7.90086555480957,seq,108.0
1721412418440805700,right,-2.942473888397217,-5.147533416748047,8.027758598327637,seq,109.0
1721412418453828100,right,-2.85867691040039,-4.836287498474121,7.845798969268799,seq,110.0
1721412418471453300,right,-2.808398485183716,-4.879383087158203,7.845798969268799,seq,111.0
1721412418494479800,right,-2.940079689025879,-4.967968463897705,7.94635534286499,seq,112.0
1721412418509433500,right,-3.043030261993408,-4.941632270812988,7.800309181213379,seq,113.0
1721412418534537200,right,-3.045424461364746,-4.972756862640381,7.910442352294922,seq,114.0
1721412418549437700,right,-3.095702886581421,-4.903325080871582,7.924807548522949,seq,115.0
1721412418598423100,right,-3.064578056335449,-4.915296077728272,7.826645374298096,seq,116.0
1721412418616614400,right,-3.0621838569641118,-5.097255229949951,7.733271598815918,seq,117.0
1721412418623686500,right,-3.0837318897247314,-5.34625244140625,7.682993412017822,seq,118.0
1721412418635629100,right,-3.050212860107422,-5.22175407409668,7.594407558441162,seq,119.0
1721412418661677200,right,-3.078943490982056,-5.286397457122803,7.5968017578125,seq,120.0
1721412418673250600,right,-3.117250680923462,-5.43723201751709,7.548917770385742,seq,121.0
1721412418693290400,right,-3.1004912853240967,-5.635950565338135,7.608773231506348,seq,122.0
1721412418717274800,right,-3.1483752727508545,-5.492298603057861,7.548917770385742,seq,123.0
1721412418749368800,right,-3.1866824626922607,-5.48272180557251,7.486668586730957,seq,124.0
1721412418762479000,right,-3.1220390796661377,-5.451597213745117,7.599195957183838,seq,125.0
1721412418781129400,right,-3.0861260890960693,-5.34625244140625,7.462726593017578,seq,126.0
1721412418790188600,right,-3.0765492916107178,-5.5329999923706055,7.539340972900391,seq,127.0
1721412418812227600,right,-3.21062445640564,-5.468356609344482,7.407660007476807,seq,128.0
1721412418832212100,right,-3.134010076522827,-5.544970989227295,7.474697589874268,seq,129.0
1721412418850222700,right,-3.047818660736084,-5.554547786712647,7.524975776672363,seq,130.0
1721412418874667200,right,-3.1076738834381104,-5.513846397399902,7.354987621307373,seq,131.0
1721412418887659600,right,-3.064578056335449,-5.631162166595459,7.388506412506103,seq,132.0
1721412418913637400,right,-3.0382418632507324,-5.674258232116699,7.398083209991455,seq,133.0
1721412418939315200,right,-3.136404275894165,-5.590460777282715,7.398083209991455,seq,134.0
1721412418952333600,right,-3.19865345954895,-5.590460777282715,7.42681360244751,seq,135.0
1721412418970227800,right,-3.222595453262329,-5.681440830230713,7.314286231994629,seq,136.0
1721412418991347500,right,-3.1938650608062744,-5.748478412628174,7.266402244567871,seq,137.0
1721412419012338800,right,-3.1675288677215576,-5.870582580566406,7.388506412506103,seq,138.0
1721412419035234900,right,-3.16513466835022,-5.640739440917969,7.350199222564697,seq,139.0
1721412419052811200,right,-3.114856481552124,-5.609614372253418,7.304709434509277,seq,140.0
1721412419070694900,right,-3.0813376903533936,-5.655104637145996,7.271190643310547,seq,141.0
1721412419087803700,right,-3.1028854846954346,-5.719748020172119,7.319074630737305,seq,142.0
1721412419118720800,right,-3.134010076522827,-5.75326681137085,7.400477409362793,seq,143.0
1721412419132701300,right,-3.0813376903533936,-5.6455278396606445,7.38132381439209,seq,144.0
1721412419149062300,right,-3.07415509223938,-5.621585369110107,7.3693528175354,seq,145.0
1721412419169258500,right,-3.050212860107422,-5.793968200683594,7.383718013763428,seq,146.0
1721412419188350400,right,-3.095702886581421,-5.746084213256836,7.314286231994629,seq,147.0
1721412419209917400,right,-3.1052796840667725,-5.731719017028809,7.390900611877441,seq,148.0
1721412419229723400,right,-3.1483752727508545,-5.726930618286133,7.33583402633667,seq,149.0
1721412419265170900,right,-3.1076738834381104,-5.616796970367432,7.354987621307373,seq,150.0
1721412419272707100,right,-3.1076738834381104,-5.676652431488037,7.204153060913086,seq,151.0
1721412419287713600,right,-3.047818660736084,-5.736507415771484,7.228095054626465,seq,152.0
1721412419310831000,right,-3.059789657592773,-5.875370979309082,7.252037048339844,seq,153.0
1721412419333150700,right,-3.205836057662964,-5.834669589996338,7.182605266571045,seq,154.0
1721412419353164800,right,-3.258508443832397,-5.944802761077881,7.242460250854492,seq,155.0
1721412419369263400,right,-3.21062445640564,-5.944802761077881,7.067683219909668,seq,156.0
1721412419389166000,right,-3.213018655776977,-5.966350555419922,7.177816867828369,seq,157.0
1721412419410167200,right,-3.246537446975708,-6.035782337188721,7.094019412994385,seq,158.0
1721412419433276800,right,-3.268085241317749,-5.992686748504639,7.060500621795654,seq,159.0
1721412419451227300,right,-3.1938650608062744,-5.975927352905273,7.036558628082275,seq,160.0
1721412419473929200,right,-3.157952070236206,-5.884947776794434,7.187393665313721,seq,161.0
1721412419486907100,right,-3.1962592601776123,-5.9304375648498535,7.074865818023682,seq,162.0
1721412419511983700,right,-3.0813376903533936,-5.894524574279785,7.105990409851074,seq,163.0
1721412419532993800,right,-3.1507694721221924,-5.951985359191895,7.161057472229004,seq,164.0
1721412419548001100,right,-3.184288263320923,-5.963956356048584,7.141903877258301,seq,165.0
1721412419568999500,right,-3.155557870864868,-5.884947776794434,7.173028469085693,seq,166.0
1721412419588618400,right,-3.1052796840667725,-5.916072368621826,7.161057472229004,seq,167.0
1721412419612618600,right,-3.1507694721221924,-6.026205539703369,7.110779285430908,seq,168.0
1721412419634616700,right,-3.1723172664642334,-6.04775333404541,7.070077419281006,seq,169.0
1721412419650951800,right,-3.16513466835022,-5.942408561706543,7.048529624938965,seq,170.0
1721412419672827100,right,-3.1866824626922607,-5.973533153533936,7.072471618652344,seq,171.0
1721412419687765500,right,-3.189076662063598,-5.959167957305908,7.0557122230529785,seq,172.0
1721412419711731200,right,-3.258508443832397,-6.10521411895752,6.97430944442749,seq,173.0
1721412419733827400,right,-3.246537446975708,-6.054935932159424,6.945579051971436,seq,174.0
1721412419746827900,right,-3.292027235031128,-6.052541732788086,7.0317702293396,seq,175.0
1721412419772548100,right,-3.227383852005005,-6.026205539703369,7.017405033111572,seq,176.0
1721412419790446300,right,-3.2297780513763428,-6.054935932159424,7.003039836883545,seq,177.0
1721412419809464800,right,-3.251325845718384,-6.107608318328857,7.029376029968262,seq,178.0
1721412419832550700,right,-3.308786630630493,-6.04775333404541,7.000645637512207,seq,179.0
1721412419849474400,right,-3.2848446369171143,-6.114790916442871,6.969521045684815,seq,180.0
1721412419869557000,right,-3.2178070545196533,-6.078877925872803,6.938396453857422,seq,181.0
1721412419895372000,right,-3.2178070545196533,-6.064512729644775,6.950367450714111,seq,182.0
1721412419911481400,right,-3.201047658920288,-6.179434776306152,6.92881965637207,seq,183.0
1721412419935373600,right,-3.2345664501190186,-6.0597243309021,6.983886241912842,seq,184.0
1721412419950478100,right,-3.270479440689087,-6.081272125244141,6.976703643798828,seq,185.0
1721412419971616000,right,-3.246537446975708,-6.090848922729492,7.026981830596924,seq,186.0
1721412419989805200,right,-3.1914708614349365,-6.0621185302734375,6.979097843170166,seq,187.0
1721412420014812800,right,-3.2393548488616943,-6.0405707359313965,6.98628044128418,seq,188.0
1721412420038455000,right,-3.241749048233032,-6.057330131530762,6.959944248199463,seq,189.0
1721412420053456300,right,-3.224989652633667,-6.004657745361328,6.950367450714111,seq,190.0
1721412420075124600,right,-3.2393548488616943,-6.196194171905518,7.005434036254883,seq,191.0
1721412420098124900,right,-3.21062445640564,-6.081272125244141,6.916848659515381,seq,192.0
1721412420109109100,right,-3.179499864578247,-6.117185115814209,6.97430944442749,seq,193.0
1721412420135142600,right,-3.21062445640564,-6.119579315185547,6.938396453857422,seq,194.0
1721412420150124300,right,-3.19865345954895,-6.251260757446289,6.995857238769531,seq,195.0
1721412420173688000,right,-3.1747114658355717,-6.179434776306152,7.005434036254883,seq,196.0
1721412420188033500,right,-3.2154128551483154,-6.102819919586182,6.983886241912842,seq,197.0
1721412420207266800,right,-3.16513466835022,-6.172252178192139,6.955155849456787,seq,198.0
1721412420236285700,right,-3.21062445640564,-6.086060523986816,6.92881965637207,seq,199.0
1721412420251286200,right,-3.19865345954895,-6.2201361656188965,7.000645637512207,seq,200.0
1721412420271983400,right,-3.2178070545196533,-6.191405773162842,6.921637058258057,seq,201.0
1721412420287104100,right,-3.251325845718384,-6.19379997253418,6.919242858886719,seq,202.0
1721412420309997900,right,-3.155557870864868,-6.129156112670898,6.892906665802002,seq,203.0
1721412420333129000,right,-3.213018655776977,-6.217741966247559,6.916848659515381,seq,204.0
1721412420352254000,right,-3.2321722507476807,-6.112396717071533,6.9024834632873535,seq,205.0
1721412420378465500,right,-3.2297780513763428,-6.074089527130127,6.957550048828125,seq,206.0
1721412420389363800,right,-3.3016040325164795,-6.184223175048828,6.89530086517334,seq,207.0
1721412420412470300,right,-3.2082302570343018,-6.160281181335449,6.873753070831299,seq,208.0
1721412420442392000,right,-3.1747114658355717,-6.2392897605896,6.909666061401367,seq,209.0
1721412420461712800,right,-3.227383852005005,-6.133944988250732,6.89530086517334,seq,210.0
1721412420477295000,right,-3.2393548488616943,-6.10521411895752,6.92881965637207,seq,211.0
1721412420492172300,right,-3.28963303565979,-6.150704383850098,6.8809356689453125,seq,212.0
1721412420523153500,right,-3.1962592601776123,-6.177040576934815,6.9240312576293945,seq,213.0
1721412420553186400,right,-3.263296842575073,-6.275202751159668,6.909666061401367,seq,214.0
1721412420572154400,right,-3.224989652633667,-6.270414352416992,6.888118267059326,seq,215.0
1721412420590707500,right,-3.2345664501190186,-6.196194171905518,6.809109687805176,seq,216.0
1721412420601682200,right,-3.287238836288452,-6.236895561218262,6.914454460144043,seq,217.0
1721412420615679900,right,-3.260902643203736,-6.184223175048828,6.88332986831665,seq,218.0
1721412420628702000,right,-3.246537446975708,-6.189011573791504,6.892906665802002,seq,219.0
1721412420662184300,right,-3.270479440689087,-6.165069580078125,6.876147270202637,seq,220.0
1721412420684259400,right,-3.189076662063598,-6.119579315185547,6.840234279632568,seq,221.0
1721412420706238200,right,-3.263296842575073,-6.268020153045654,6.835445880889893,seq,222.0
1721412420722401300,right,-3.1914708614349365,-6.189011573791504,6.845022678375244,seq,223.0
1721412420733274700,right,-3.1962592601776123,-6.191405773162842,6.799532890319824,seq,224.0
1721412420755314700,right,-3.294421434402466,-6.160281181335449,6.885724067687988,seq,225.0
1721412420769362200,right,-3.294421434402466,-6.153098583221436,6.828263282775879,seq,226.0
1721412420788208700,right,-3.25611424446106,-6.282385349273682,6.775590896606445,seq,227.0
1721412420812189300,right,-3.260902643203736,-6.2392897605896,6.794744491577148,seq,228.0
1721412420835193600,right,-3.3734302520751958,-6.402095317840576,6.837840080261231,seq,229.0
1721412420847109700,right,-3.3016040325164795,-6.215347766876221,6.7708024978637695,seq,230.0
1721412420872791000,right,-3.3039982318878174,-6.157886981964111,6.737283706665039,seq,231.0
1721412420887940000,right,-3.263296842575073,-6.27280855178833,6.7708024978637695,seq,232.0
1721412420911400100,right,-3.31118106842041,-6.229712963104248,6.732495307922363,seq,233.0
1721412420929311800,right,-3.3279404640197754,-6.177040576934815,6.809109687805176,seq,234.0
1721412420951311600,right,-3.3207578659057617,-6.19379997253418,6.789956092834473,seq,235.0
1721412420985617200,right,-3.2800562381744385,-6.311115741729736,6.785167694091797,seq,236.0
1721412421010718700,right,-3.3686418533325195,-6.265625953674316,6.787561893463135,seq,237.0
1721412421019720900,right,-3.28963303565979,-6.244078159332275,6.672640323638916,seq,238.0
1721412421032620700,right,-3.272873640060425,-6.3518171310424805,6.744466304779053,seq,239.0
1721412421052416200,right,-3.263296842575073,-6.208165168762207,6.706159114837647,seq,240.0
1721412421076501500,right,-3.213018655776977,-6.33026933670044,6.756437301635742,seq,241.0
1721412421097400700,right,-3.337517261505127,-6.387730121612549,6.756437301635742,seq,242.0
1721412421127422400,right,-3.28963303565979,-6.236895561218262,6.739677906036377,seq,243.0
1721412421184559100,right,-3.308786630630493,-6.208165168762207,6.775590896606445,seq,244.0
1721412421196590500,right,-3.318363666534424,-6.224924564361572,6.813898086547852,seq,245.0
1721412421218577700,right,-3.325546264648437,-6.217741966247559,6.742072105407715,seq,246.0
1721412421224579600,right,-3.308786630630493,-6.311115741729736,6.761225700378418,seq,247.0
1721412421233578100,right,-3.335123062133789,-6.229712963104248,6.766014099121094,seq,248.0
1721412421240559700,right,-3.2824504375457764,-6.244078159332275,6.782773494720459,seq,249.0
1721412421254561000,right,-3.3063924312591557,-6.44279670715332,6.756437301635742,seq,250.0
1721412421277742100,right,-3.263296842575073,-6.3063273429870605,6.67982292175293,seq,251.0
1721412421291739700,right,-3.2848446369171143,-6.260837554931641,6.806715488433838,seq,252.0
1721412421309721000,right,-3.3303346633911133,-6.320692539215088,6.761225700378418,seq,253.0
1721412421333886700,right,-3.335123062133789,-6.205770969390869,6.746860504150391,seq,254.0
1721412421353875000,right,-3.246537446975708,-6.215347766876221,6.773196697235107,seq,255.0
1721412421371909200,right,-3.2992098331451416,-6.2632317543029785,6.806715488433838,seq,256.0
1721412421396306100,right,-3.2345664501190186,-6.191405773162842,6.794744491577148,seq,257.0
1721412421416311700,right,-3.263296842575073,-6.203376770019531,6.746860504150391,seq,258.0
1721412421429290500,right,-3.268085241317749,-6.342240333557129,6.830657482147217,seq,259.0
1721412421450271600,right,-3.3207578659057617,-6.31829833984375,6.727706909179688,seq,260.0
1721412421470302500,right,-3.270479440689087,-6.2416839599609375,6.739677906036377,seq,261.0
1721412421490011100,right,-3.2848446369171143,-6.28477954864502,6.773196697235107,seq,262.0
1721412421508364900,right,-3.325546264648437,-6.2392897605896,6.71334171295166,seq,263.0
1721412421530314800,right,-3.270479440689087,-6.332663536071777,6.698976516723633,seq,264.0
1721412421559368000,right,-3.399766445159912,-6.246472358703613,6.715735912322998,seq,265.0
1721412421573870200,right,-3.2776620388031006,-6.347028732299805,6.806715488433838,seq,266.0
1721412421593867900,right,-3.31118106842041,-6.3063273429870605,6.777985095977783,seq,267.0
1721412421614895600,right,-3.246537446975708,-6.265625953674316,6.744466304779053,seq,268.0
1721412421638988500,right,-3.3423056602478027,-6.222530364990234,6.761225700378418,seq,269.0
1721412421672754000,right,-3.354276657104492,-6.296750545501709,6.703764915466309,seq,270.0
1721412421690791100,right,-3.2776620388031006,-6.315904140472412,6.754043102264404,seq,271.0
1721412421703835800,right,-3.3734302520751958,-6.265625953674316,6.694188117980957,seq,272.0
1721412421717245600,right,-3.3710360527038574,-6.380547523498535,6.720524311065674,seq,273.0
1721412421731263800,right,-3.3710360527038574,-6.31829833984375,6.670246124267578,seq,274.0
1721412421752385800,right,-3.325546264648437,-6.3063273429870605,6.6391215324401855,seq,275.0
1721412421777055300,right,-3.325546264648437,-6.2632317543029785,6.720524311065674,seq,276.0
1721412421797073700,right,-3.3494882583618164,-6.287173748016357,6.672640323638916,seq,277.0
1721412421830154000,right,-3.325546264648437,-6.342240333557129,6.653486728668213,seq,278.0
1721412421837151900,right,-3.265691041946411,-6.387730121612549,6.744466304779053,seq,279.0
1721412421855056700,right,-3.2848446369171143,-6.251260757446289,6.715735912322998,seq,280.0
1721412421882884800,right,-3.399766445159912,-6.28477954864502,6.787561893463135,seq,281.0
1721412421901622000,right,-3.2992098331451416,-6.31829833984375,6.651092529296875,seq,282.0
1721412421913604400,right,-3.3734302520751958,-6.31829833984375,6.708553314208984,seq,283.0
1721412421930589400,right,-3.3710360527038574,-6.236895561218262,6.742072105407715,seq,284.0
1721412421960622800,right,-3.296815633773804,-6.368576526641846,6.722918510437012,seq,285.0
1721412421981785400,right,-3.335123062133789,-6.27280855178833,6.756437301635742,seq,286.0
1721412421996799500,right,-3.2848446369171143,-6.308721542358398,6.720524311065674,seq,287.0
1721412422007829000,right,-3.251325845718384,-6.342240333557129,6.691793918609619,seq,288.0
1721412422033330700,right,-3.2992098331451416,-6.282385349273682,6.710947513580322,seq,289.0
1721412422055310900,right,-3.308786630630493,-6.260837554931641,6.6846113204956055,seq,290.0
1721412422071512400,right,-3.308786630630493,-6.385335922241211,6.811503887176514,seq,291.0
1721412422088784000,right,-3.421314239501953,-6.287173748016357,6.730101108551025,seq,292.0
1721412422106762600,right,-3.318363666534424,-6.260837554931641,6.718130111694336,seq,293.0
1721412422129763600,right,-3.361459255218506,-6.22731876373291,6.718130111694336,seq,294.0
1721412422154889000,right,-3.404554843902588,-6.327875137329102,6.689399719238281,seq,295.0
1721412422179868200,right,-3.339911460876465,-6.294356346130371,6.672640323638916,seq,296.0
1721412422188854600,right,-3.359065055847168,-6.3518171310424805,6.701370716094971,seq,297.0
1721412422209440200,right,-3.3877954483032227,-6.45476770401001,6.672640323638916,seq,298.0
1721412422230454700,right,-3.332728862762451,-6.315904140472412,6.687005519866943,seq,299.0
1721412422265452500,right,-3.313575267791748,-6.335057735443115,6.655880928039551,seq,300.0
1721412422279613900,right,-3.335123062133789,-6.275202751159668,6.689399719238281,seq,301.0
1721412422287597200,right,-3.335123062133789,-6.3973069190979,6.67982292175293,seq,302.0
1721412422306596300,right,-3.3518824577331543,-6.22731876373291,6.682217121124268,seq,303.0
1721412422327708700,right,-3.332728862762451,-6.270414352416992,6.665457725524902,seq,304.0
1721412422352974700,right,-3.339911460876465,-6.478709697723389,6.706159114837647,seq,305.0
1721412422370975300,right,-3.3925838470458984,-6.27280855178833,6.612784862518311,seq,306.0
1721412422387493400,right,-3.378218650817871,-6.303933143615723,6.612784862518311,seq,307.0
1721412422409512300,right,-3.380612850189209,-6.303933143615723,6.629544734954834,seq,308.0
1721412422551753000,right,-3.466804027557373,-6.268020153045654,6.619967937469482,seq,309.0
1721412422557993400,right,-3.3423056602478027,-6.385335922241211,6.636727333068848,seq,310.0
1721412422570035900,right,-3.4380736351013184,-6.40927791595459,6.66785192489624,seq,311.0
1721412422577529100,right,-3.363853454589844,-6.399701118469238,6.643909931182861,seq,312.0
1721412422587549100,right,-3.454833030700684,-6.2632317543029785,6.6391215324401855,seq,313.0
1721412422596528700,right,-3.3303346633911133,-6.332663536071777,6.660669326782227,seq,314.0
1721412422605531500,right,-3.3901896476745605,-6.3518171310424805,6.6630635261535645,seq,315.0
1721412422613547800,right,-3.399766445159912,-6.33026933670044,6.6630635261535645,seq,316.0
1721412422629485900,right,-3.3686418533325195,-6.315904140472412,6.66785192489624,seq,317.0
1721412422652505600,right,-3.354276657104492,-6.382941722869873,6.67982292175293,seq,318.0
1721412422675774800,right,-3.363853454589844,-6.385335922241211,6.6630635261535645,seq,319.0
1721412422690777300,right,-3.3854012489318848,-6.368576526641846,6.617573261260986,seq,320.0
1721412422708088100,right,-3.4308910369873047,-6.248866558074951,6.670246124267578,seq,321.0
1721412422739508200,right,-3.3231520652771,-6.335057735443115,6.6846113204956055,seq,322.0
