Pedal 1 Pressure,Pedal 2 Pressure,Pedal 3 Pressure,Pedal 4 Pressure,Pedal 5 Pressure,Pedal 6 Pressure,Pedal 7 Pressure,Pedal 1 Pressed,Pedal 2 Pressed,Pedal 3 Pressed,Pedal 4 Pressed,Pedal 5 Pressed,Pedal 6 Pressed,Pedal 7 Pressed,PDS Time
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1721332107810798400
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1721332107922882700
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1721332108034404100
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1721332108146011200
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332108168012100
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332108188011700
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332108209144300
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332108229142800
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332108249656600
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332108274183000
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332108295226400
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332108315749400
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332108336133600
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332108356730700
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332108380777800
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332108400798700
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332108422354900
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332108442759100
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332108462333900
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332108487827100
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332108507606000
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332108528674600
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332108549658100
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332108570023300
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332108593554000
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332108614087300
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332108635112400
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332108655805800
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332108676380500
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332108700048000
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332108721135200
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332108740954000
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332108761068300
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332108782773800
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332108802811000
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332108827557300
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332108848336100
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332108868374900
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332108889393500
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332108909491300
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332108933622600
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332108954643700
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332108975191300
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332108995333500
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332109016313700
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332109040083300
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332109061095400
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332109081150600
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332109100907200
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332109122494400
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332109146781700
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332109167804900
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332109187862500
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332109208715500
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332109229396500
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332109253094300
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332109273614300
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332109294658600
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332109314822200
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332109335024000
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332109359605000
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332109380682300
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332109400272800
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332109421373900
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332109441801600
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332109466349300
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332109486887200
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332109507931900
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332109527734300
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332109548671800
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332109568924000
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332109593553700
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332109613707200
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332109634443800
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332109654445400
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332109675090100
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332109699653600
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332109720200100
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332109741239500
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332109761262600
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332109781785700
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332109805846700
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332109826597000
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332109846818400
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332109868553900
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332109888593500
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332109912643600
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332109933728300
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332109953733900
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332109973981600
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332109995507200
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332110019507200
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332110039503000
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332110060507700
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332110081018100
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332110101017800
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332110126017100
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332110146017700
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332110167023200
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332110187544200
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332110207533800
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332110232534700
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332110252539100
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332110272540200
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332110294051900
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332110314051400
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332110335052700
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332110359052400
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332110379572200
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332110400567600
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332110420570500
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332110441570400
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332110465580100
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332110486088300
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332110507088200
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332110527087400
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332110548087500
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332110572093400
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332110593165100
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332110613161400
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332110634160100
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332110654162400
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332110678675100
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332110699675200
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332110719674300
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332110739675400
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332110760679500
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332110784718800
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332110805719100
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332110825720400
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332110846723100
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332110866763800
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332110891248600
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332110912240300
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332110932624300
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332110953633700
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332110974149700
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332110998163600
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332111019164700
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332111039172700
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332111059155800
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332111079671200
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332111100673000
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332111124673400
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332111145671400
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332111166679100
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332111186382300
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332111207387200
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332111231382300
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332111252380600
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332111272387100
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332111292914000
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332111313896500
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332111337896100
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332111358897400
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332111379432100
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332111399464000
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332111420432900
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332111444431600
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332111465436500
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332111486059500
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332111506027200
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332111527027600
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332111551020300
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332111572029300
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332111592548500
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332111612542500
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332111633544400
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332111657547400
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332111678083700
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332111698084900
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332111719083900
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332111739083200
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332111760090800
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332111784597800
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332111804601000
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332111825598300
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332111845601900
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332111866604000
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332111890782100
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332111911782200
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332111931781000
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332111952780500
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332111972788100
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332111997834800
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332112017831600
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332112038830800
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332112058831000
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332112079936200
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332112103937000
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332112124937400
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332112144571500
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332112165577000
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332112186094800
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332112210202200
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332112231306300
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332112251305600
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332112272309400
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332112292519300
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332112316519400
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332112337518600
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332112357519600
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332112378035800
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332112399035600
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332112423035900
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332112444036900
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332112464042000
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332112484554300
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332112505557500
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332112525554300
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332112550138600
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332112571147400
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332112591660700
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332112611660500
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332112632662100
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332112656664400
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332112677337200
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332112698304400
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332112718307100
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332112739304500
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332112763312800
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332112783823400
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332112804823400
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332112824823000
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332112845822900
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332112869824300
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332112890336400
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332112911333800
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332112931350100
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332112951334100
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332112976855600
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332112997863500
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332113017144900
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332113038145800
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332113058145500
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332113082652200
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332113103654800
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332113123653000
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332113144653300
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332113164684400
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332113189193600
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332113210194600
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332113230194300
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332113251193500
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332113271208800
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332113291516400
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332113316516600
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332113336518700
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332113357540700
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332113378031900
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332113398031900
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332113423032100
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332113443036100
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332113464036200
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332113484548200
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332113504550400
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332113529714200
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332113549715200
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332113570726000
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332113590802900
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332113610803400
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332113635805400
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332113655803600
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332113676842700
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332113697169500
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332113718169500
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332113742167900
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332113763173600
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332113783692000
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332113803691700
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332113824690900
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332113848688300
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332113869665300
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332113890170300
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332113910173700
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332113931173100
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332113955169900
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332113975177200
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332113996704700
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332114016694500
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332114037694200
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332114057692500
-1,-1,-1,-1,-1,-1,19.0,0,0,0,0,0,0,0,1721332114081795500
